PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,FP
Myles Turner,MIL,MIL vs. GSW,10/30/2025,W,29,17,7,12,58.3,3,6,50.0,0,0,-,2,5,7,3,0,1,1,1,-4,31.9
Jonathan Kuminga,GSW,GSW @ MIL,10/30/2025,L,34,24,7,11,63.6,2,4,50.0,8,8,100,1,7,8,4,0,1,5,2,-1,37.6
AJ Green,MIL,MIL vs. GSW,10/30/2025,W,33,10,3,7,42.9,3,7,42.9,1,2,50.0,0,2,2,0,1,0,1,3,4,14.4
Will Richard,GSW,GSW @ MIL,10/30/2025,L,12,7,2,2,100,1,1,100,2,2,100,0,0,0,1,2,0,0,0,-10,14.5
Draymond Green,GSW,GSW @ MIL,10/30/2025,L,33,7,3,7,42.9,1,3,33.3,0,0,-,0,4,4,6,0,1,1,3,4,22.8
Ryan Rollins,MIL,MIL vs. GSW,10/30/2025,W,36,32,13,21,61.9,5,7,71.4,1,3,33.3,1,2,3,8,0,0,1,5,8,46.6
Gary Trent Jr.,MIL,MIL vs. GSW,10/30/2025,W,30,13,4,14,28.6,2,7,28.6,3,3,100,0,2,2,3,4,0,0,2,-1,31.9
Al Horford,GSW,GSW @ MIL,10/30/2025,L,20,3,1,6,16.7,1,4,25.0,0,0,-,1,1,2,2,0,2,2,2,-20,12.4
Kyle Kuzma,MIL,MIL vs. GSW,10/30/2025,W,36,10,4,10,40.0,1,4,25.0,1,2,50.0,1,7,8,4,1,0,4,2,10,24.6
Taurean Prince,MIL,MIL vs. GSW,10/30/2025,W,18,10,3,6,50.0,1,4,25.0,3,3,100,0,0,0,1,0,0,0,1,11,11.5
Amir Coffey,MIL,MIL vs. GSW,10/30/2025,W,13,0,0,1,0.0,0,1,0.0,0,0,-,1,2,3,0,0,0,0,1,7,3.6
Gary Harris,MIL,MIL vs. GSW,10/30/2025,W,4,0,0,0,-,0,0,-,0,0,-,1,0,1,2,0,0,0,1,-5,4.2
Quinten Post,GSW,GSW @ MIL,10/30/2025,L,10,0,0,2,0.0,0,2,0.0,0,0,-,1,2,3,0,0,0,2,2,3,1.6
Moses Moody,GSW,GSW @ MIL,10/30/2025,L,10,0,0,3,0.0,0,3,0.0,0,0,-,0,3,3,0,0,1,0,1,-6,6.6
Cole Anthony,MIL,MIL vs. GSW,10/30/2025,W,21,16,7,15,46.7,2,7,28.6,0,0,-,0,3,3,2,1,1,3,6,6,25.6
Gui Santos,GSW,GSW @ MIL,10/30/2025,L,4,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,5,2.0
Bobby Portis,MIL,MIL vs. GSW,10/30/2025,W,19,12,5,10,50.0,2,3,66.7,0,0,-,1,4,5,2,0,0,2,0,14,19.0
Gary Payton II,GSW,GSW @ MIL,10/30/2025,L,3,0,0,1,0.0,0,1,0.0,0,0,-,0,2,2,0,0,0,0,1,4,2.4
Bismack Biyombo,SAS,SAS vs. MIA,10/30/2025,W,7,0,0,0,-,0,0,-,0,0,-,1,0,1,0,0,0,0,1,3,1.2
Stephen Curry,GSW,GSW @ MIL,10/30/2025,L,35,27,8,19,42.1,4,10,40.0,7,8,87.5,0,6,6,4,1,0,5,2,-6,38.2
Keldon Johnson,SAS,SAS vs. MIA,10/30/2025,W,23,11,4,7,57.1,1,2,50.0,2,2,100,2,1,3,1,0,0,0,1,-9,16.1
Devin Vassell,SAS,SAS vs. MIA,10/30/2025,W,37,17,6,16,37.5,4,12,33.3,1,2,50.0,1,8,9,1,0,1,1,2,5,31.3
Stephon Castle,SAS,SAS vs. MIA,10/30/2025,W,35,21,7,12,58.3,2,4,50.0,5,7,71.4,1,5,6,8,4,1,2,4,9,53.2
Harrison Barnes,SAS,SAS vs. MIA,10/30/2025,W,31,10,3,8,37.5,2,6,33.3,2,2,100,0,2,2,2,2,0,2,2,-15,19.4
Buddy Hield,GSW,GSW @ MIL,10/30/2025,L,17,8,3,6,50.0,2,4,50.0,0,0,-,0,1,1,0,1,0,0,0,-8,12.2
Davion Mitchell,MIA,MIA @ SAS,10/30/2025,L,28,11,4,10,40.0,3,4,75.0,0,0,-,0,1,1,4,1,0,3,3,-8,18.2
Jordan McLaughlin,SAS,SAS vs. MIA,10/30/2025,W,11,6,2,4,50.0,2,3,66.7,0,0,-,0,2,2,2,1,0,0,2,4,14.4
Pelle Larsson,MIA,MIA @ SAS,10/30/2025,L,26,5,2,5,40.0,1,3,33.3,0,0,-,0,3,3,3,0,0,1,2,-2,12.1
Dru Smith,MIA,MIA @ SAS,10/30/2025,L,20,6,3,4,75.0,0,1,0.0,0,0,-,0,2,2,5,1,0,2,4,4,16.9
Victor Wembanyama,SAS,SAS vs. MIA,10/30/2025,W,40,27,10,23,43.5,1,5,20.0,6,8,75.0,2,16,18,6,1,5,3,3,3,72.6
Julian Champagnie,SAS,SAS vs. MIA,10/30/2025,W,31,2,1,6,16.7,0,4,0.0,0,0,-,2,3,5,2,2,1,1,1,24,19.0
Bam Adebayo,MIA,MIA @ SAS,10/30/2025,L,37,31,12,27,44.4,4,13,30.8,3,4,75.0,1,9,10,3,1,1,2,2,7,51.5
Nikola Jović,MIA,MIA @ SAS,10/30/2025,L,10,0,0,5,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,1,2,-13,1.7
Jaime Jaquez Jr.,MIA,MIA @ SAS,10/30/2025,L,34,6,2,8,25.0,0,0,-,2,2,100,0,8,8,6,0,0,1,1,-1,23.6
Simone Fontecchio,MIA,MIA @ SAS,10/30/2025,L,28,18,5,9,55.6,5,7,71.4,3,3,100,1,2,3,2,0,0,1,3,3,23.6
Dylan Harper,SAS,SAS vs. MIA,10/30/2025,W,25,13,5,10,50.0,2,5,40.0,1,2,50.0,0,2,2,4,0,0,2,1,6,19.4
Kel'el Ware,MIA,MIA @ SAS,10/30/2025,L,21,0,0,4,0.0,0,4,0.0,0,0,-,0,7,7,3,1,1,1,1,-20,17.9
Andrew Wiggins,MIA,MIA @ SAS,10/30/2025,L,35,24,11,18,61.1,2,5,40.0,0,2,0.0,3,3,6,2,2,0,2,2,0,38.2
Brandin Podziemski,GSW,GSW @ MIL,10/30/2025,L,26,9,4,8,50.0,1,3,33.3,0,0,-,0,5,5,3,3,0,2,1,-8,26.5
Alex Sarr,WAS,WAS @ OKC,10/30/2025,L,26,14,5,11,45.5,2,3,66.7,2,2,100,3,5,8,2,1,2,3,2,-8,32.6
Shai Gilgeous-Alexander,OKC,OKC vs. WAS,10/30/2025,W,29,31,11,20,55.0,3,6,50.0,6,6,100,0,3,3,7,0,1,0,1,8,48.1
Bilal Coulibaly,WAS,WAS @ OKC,10/30/2025,L,24,16,6,12,50.0,2,7,28.6,2,2,100,1,7,8,4,1,3,4,0,-12,39.6
Alex Caruso,OKC,OKC vs. WAS,10/30/2025,W,17,0,0,5,0.0,0,3,0.0,0,0,-,0,2,2,2,3,0,1,0,11,13.4
Tristan Vukcevic,WAS,WAS @ OKC,10/30/2025,L,4,3,1,2,50.0,0,0,-,1,1,100,0,1,1,1,0,0,0,0,1,5.7
Jimmy Butler III,GSW,GSW @ MIL,10/30/2025,L,37,23,7,18,38.9,1,2,50.0,8,8,100,6,4,10,3,1,1,2,2,-7,43.5
Collin Murray-Boyles,TOR,TOR vs. HOU,10/29/2025,L,25,13,5,8,62.5,3,4,75.0,0,0,-,0,1,1,2,0,0,0,4,-14,17.2
Jonathan Mogbo,TOR,TOR vs. HOU,10/29/2025,L,7,0,0,0,-,0,0,-,0,0,-,1,0,1,1,0,0,0,0,0,2.7
Jamal Shead,TOR,TOR vs. HOU,10/29/2025,L,19,6,2,6,33.3,2,2,100,0,0,-,0,2,2,4,0,0,1,3,-7,13.4
Ja'Kobe Walter,TOR,TOR vs. HOU,10/29/2025,L,16,2,0,2,0.0,0,2,0.0,2,2,100,1,1,2,3,1,0,0,2,7,11.9
Gradey Dick,TOR,TOR vs. HOU,10/29/2025,L,20,4,1,6,16.7,0,3,0.0,2,3,66.7,1,2,3,0,0,0,0,0,2,7.6
Ochai Agbaji,TOR,TOR vs. HOU,10/29/2025,L,7,1,0,1,0.0,0,1,0.0,1,2,50.0,0,0,0,0,0,0,0,1,-9,1.0
Immanuel Quickley,TOR,TOR vs. HOU,10/29/2025,L,31,15,5,11,45.5,4,7,57.1,1,2,50.0,0,3,3,7,0,0,3,2,-13,26.1
RJ Barrett,TOR,TOR vs. HOU,10/29/2025,L,33,10,4,11,36.4,2,5,40.0,0,0,-,0,2,2,4,2,0,2,3,-24,22.4
Brandon Ingram,TOR,TOR vs. HOU,10/29/2025,L,33,29,11,16,68.8,5,7,71.4,2,2,100,0,2,2,4,1,1,4,4,-17,39.4
Reed Sheppard,HOU,HOU @ TOR,10/29/2025,W,18,7,2,7,28.6,0,4,0.0,3,3,100,1,4,5,1,0,1,0,1,0,17.5
Josh Okogie,HOU,HOU @ TOR,10/29/2025,W,23,10,4,5,80.0,2,3,66.7,0,0,-,0,1,1,2,0,0,1,3,6,13.2
Clint Capela,HOU,HOU @ TOR,10/29/2025,W,6,4,1,2,50.0,0,0,-,2,2,100,2,1,3,0,0,0,0,0,-9,7.6
Steven Adams,HOU,HOU @ TOR,10/29/2025,W,20,12,5,6,83.3,0,0,-,2,2,100,8,4,12,2,1,1,1,3,14,34.4
Daniss Jenkins,DET,DET vs. ORL,10/29/2025,W,3,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1,0.0
Chaz Lanier,DET,DET vs. ORL,10/29/2025,W,3,2,1,1,100,0,0,-,0,0,-,0,0,0,0,1,0,0,0,-3,5.0
Ausar Thompson,DET,DET vs. ORL,10/29/2025,W,29,12,4,14,28.6,1,3,33.3,3,4,75.0,5,6,11,6,1,1,1,4,2,39.2
Cade Cunningham,DET,DET vs. ORL,10/29/2025,W,36,30,12,24,50.0,1,7,14.3,5,5,100,1,5,6,10,3,3,0,2,27,70.2
Paul Reed,DET,DET vs. ORL,10/29/2025,W,3,0,0,1,0.0,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-3,1.5
Javonte Green,DET,DET vs. ORL,10/29/2025,W,17,9,3,5,60.0,3,4,75.0,0,0,-,0,2,2,1,1,0,0,2,10,15.9
Duncan Robinson,DET,DET vs. ORL,10/29/2025,W,29,15,4,7,57.1,4,6,66.7,3,4,75.0,1,4,5,2,0,1,1,4,22,26.0
Caris LeVert,DET,DET vs. ORL,10/29/2025,W,16,4,1,5,20.0,0,2,0.0,2,3,66.7,0,1,1,2,0,0,1,1,6,7.2
Tobias Harris,DET,DET vs. ORL,10/29/2025,W,30,23,8,13,61.5,1,4,25.0,6,6,100,0,2,2,3,2,0,3,2,8,32.9
Sandro Mamukelashvili,TOR,TOR vs. HOU,10/29/2025,L,16,10,4,6,66.7,1,2,50.0,1,2,50.0,0,1,1,2,0,0,0,3,-3,14.2
Scottie Barnes,TOR,TOR vs. HOU,10/29/2025,L,33,31,11,18,61.1,4,7,57.1,5,6,83.3,1,4,5,2,2,1,0,4,-12,49.0
Noah Penda,ORL,ORL @ DET,10/29/2025,L,12,4,2,3,66.7,0,0,-,0,0,-,2,0,2,0,0,0,1,2,0,5.4
Jase Richardson,ORL,ORL @ DET,10/29/2025,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,1,0,-1,0.5
Jett Howard,ORL,ORL @ DET,10/29/2025,L,4,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,1,0,-1,0.2
Anthony Black,ORL,ORL @ DET,10/29/2025,L,24,10,3,10,30.0,1,6,16.7,3,4,75.0,1,3,4,1,1,0,2,2,-28,17.3
Jalen Suggs,ORL,ORL @ DET,10/29/2025,L,21,8,1,4,25.0,1,3,33.3,5,5,100,0,2,2,5,2,1,2,3,10,24.9
Franz Wagner,ORL,ORL @ DET,10/29/2025,L,33,22,6,14,42.9,3,4,75.0,7,11,63.6,1,6,7,2,0,1,1,2,-15,35.4
Goga Bitadze,ORL,ORL @ DET,10/29/2025,L,27,10,5,5,100,0,0,-,0,0,-,4,2,6,2,0,1,0,4,-12,23.2
Wendell Carter Jr.,ORL,ORL @ DET,10/29/2025,L,15,8,3,3,100,2,2,100,0,0,-,1,1,2,1,0,0,2,6,2,9.9
Jonathan Isaac,ORL,ORL @ DET,10/29/2025,L,6,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,1,1,1,-9,2.0
Tyus Jones,ORL,ORL @ DET,10/29/2025,L,9,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,1,0,0,0,1,-7,4.5
Ben Saraf,BKN,BKN vs. ATL,10/29/2025,L,12,0,0,2,0.0,0,2,0.0,0,0,-,0,2,2,1,0,0,3,4,6,0.9
Egor Dëmin,BKN,BKN vs. ATL,10/29/2025,L,16,4,1,6,16.7,1,6,16.7,1,2,50.0,1,0,1,3,1,0,1,1,-18,11.7
Tyrese Martin,BKN,BKN vs. ATL,10/29/2025,L,20,13,5,7,71.4,2,3,66.7,1,1,100,2,3,5,1,0,0,0,0,-1,20.5
Jalen Wilson,BKN,BKN vs. ATL,10/29/2025,L,21,6,1,3,33.3,1,2,50.0,3,4,75.0,0,2,2,2,0,0,0,0,-4,11.4
Terance Mann,BKN,BKN vs. ATL,10/29/2025,L,30,11,5,9,55.6,1,4,25.0,0,0,-,2,3,5,6,1,0,2,5,7,27.0
Michael Porter Jr.,BKN,BKN vs. ATL,10/29/2025,L,33,32,12,20,60.0,4,9,44.4,4,4,100,2,7,9,2,0,1,4,1,-3,44.8
Amen Thompson,HOU,HOU @ TOR,10/29/2025,W,40,18,7,13,53.8,0,1,0.0,4,5,80.0,3,6,9,7,2,0,4,3,17,41.3
Tari Eason,HOU,HOU @ TOR,10/29/2025,W,23,14,6,11,54.5,2,3,66.7,0,0,-,1,4,5,4,2,0,5,2,4,27.0
Jabari Smith Jr.,HOU,HOU @ TOR,10/29/2025,W,38,25,8,16,50.0,4,9,44.4,5,6,83.3,1,4,5,5,2,1,0,1,14,47.5
Alperen Sengun,HOU,HOU @ TOR,10/29/2025,W,35,18,6,8,75.0,1,2,50.0,5,8,62.5,1,7,8,9,2,2,2,1,24,51.1
Kevin Durant,HOU,HOU @ TOR,10/29/2025,W,37,31,11,19,57.9,4,8,50.0,5,8,62.5,0,5,5,1,0,3,2,2,20,45.5
Tyrese Proctor,CLE,CLE @ BOS,10/29/2025,L,9,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-9,2.0
Jaylon Tyson,CLE,CLE @ BOS,10/29/2025,L,27,19,8,11,72.7,2,5,40.0,1,2,50.0,2,3,5,1,3,0,3,6,-10,32.5
Craig Porter Jr.,CLE,CLE @ BOS,10/29/2025,L,22,7,2,4,50.0,2,3,66.7,1,2,50.0,2,0,2,4,0,0,1,1,-3,14.4
Luke Travers,CLE,CLE @ BOS,10/29/2025,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-5,0.0
Evan Mobley,CLE,CLE @ BOS,10/29/2025,L,34,19,7,19,36.8,2,8,25.0,3,5,60.0,4,7,11,4,1,2,3,1,-22,44.2
Dean Wade,CLE,CLE @ BOS,10/29/2025,L,18,6,2,5,40.0,2,5,40.0,0,0,-,0,3,3,0,0,0,0,2,-5,9.6
De'Andre Hunter,CLE,CLE @ BOS,10/29/2025,L,30,18,5,17,29.4,3,12,25.0,5,5,100,1,5,6,2,0,0,1,1,-25,27.2
Thomas Bryant,CLE,CLE @ BOS,10/29/2025,L,3,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-5,0.0
Jarrett Allen,CLE,CLE @ BOS,10/29/2025,L,25,16,4,7,57.1,0,0,-,8,8,100,2,4,6,1,1,1,1,1,-4,29.7
Donovan Mitchell,CLE,CLE @ BOS,10/29/2025,L,32,15,5,12,41.7,5,9,55.6,0,2,0.0,0,4,4,6,0,1,3,4,-6,28.8
Lonzo Ball,CLE,CLE @ BOS,10/29/2025,L,24,3,1,5,20.0,1,5,20.0,0,0,-,0,3,3,5,1,0,2,1,1,15.1
Larry Nance Jr.,CLE,CLE @ BOS,10/29/2025,L,14,0,0,3,0.0,0,3,0.0,0,0,-,0,2,2,2,0,0,0,3,-7,5.4
Hugo González,BOS,BOS vs. CLE,10/29/2025,W,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2,0.0
Jordan Walsh,BOS,BOS vs. CLE,10/29/2025,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,3,0.0
Baylor Scheierman,BOS,BOS vs. CLE,10/29/2025,W,10,0,0,0,-,0,0,-,0,0,-,1,2,3,1,0,0,0,1,5,5.1
Sam Hauser,BOS,BOS vs. CLE,10/29/2025,W,21,21,7,13,53.8,7,13,53.8,0,0,-,1,2,3,1,0,0,0,2,4,26.1
Luka Garza,BOS,BOS vs. CLE,10/29/2025,W,16,10,3,6,50.0,0,2,0.0,4,4,100,5,0,5,2,1,1,0,3,-1,25.0
Xavier Tillman,BOS,BOS vs. CLE,10/29/2025,W,4,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-1,1.2
Payton Pritchard,BOS,BOS vs. CLE,10/29/2025,W,32,10,4,13,30.8,1,8,12.5,1,2,50.0,0,3,3,10,2,0,1,2,18,33.6
Neemias Queta,BOS,BOS vs. CLE,10/29/2025,W,26,10,3,5,60.0,0,1,0.0,4,6,66.7,5,8,13,3,3,0,1,1,25,38.1
Anfernee Simons,BOS,BOS vs. CLE,10/29/2025,W,26,14,4,9,44.4,4,6,66.7,2,2,100,0,0,0,2,0,0,1,1,6,16.0
Derrick White,BOS,BOS vs. CLE,10/29/2025,W,35,19,5,20,25.0,3,12,25.0,6,6,100,1,4,5,4,1,0,2,1,15,32.0
Jaylen Brown,BOS,BOS vs. CLE,10/29/2025,W,32,30,12,20,60.0,4,9,44.4,2,2,100,0,5,5,4,1,1,2,4,20,46.0
Zaccharie Risacher,ATL,ATL @ BKN,10/29/2025,W,28,8,2,7,28.6,1,2,50.0,3,4,75.0,0,3,3,0,1,1,0,2,-3,17.6
Keaton Wallace,ATL,ATL @ BKN,10/29/2025,W,14,3,1,1,100,1,1,100,0,0,-,0,1,1,5,0,0,1,1,10,10.7
Dyson Daniels,ATL,ATL @ BKN,10/29/2025,W,35,7,3,10,30.0,0,1,0.0,1,2,50.0,0,4,4,6,3,1,1,2,-5,31.8
Jalen Johnson,ATL,ATL @ BKN,10/29/2025,W,29,23,10,16,62.5,1,3,33.3,2,2,100,4,3,7,5,1,0,2,4,-11,39.9
Onyeka Okongwu,ATL,ATL @ BKN,10/29/2025,W,28,12,4,10,40.0,1,4,25.0,3,4,75.0,5,9,14,2,0,0,0,5,16,31.8
Trae Young,ATL,ATL @ BKN,10/29/2025,W,7,6,2,4,50.0,0,0,-,2,3,66.7,0,1,1,1,0,1,1,1,-1,10.7
Kristaps Porziņģis,ATL,ATL @ BKN,10/29/2025,W,25,14,6,14,42.9,2,7,28.6,0,1,0.0,3,3,6,7,2,1,1,6,-4,39.7
Ronald Holland II,DET,DET vs. ORL,10/29/2025,W,23,10,4,8,50.0,2,5,40.0,0,0,-,0,2,2,1,3,0,1,4,0,21.9
Jalen Duren,DET,DET vs. ORL,10/29/2025,W,33,21,5,9,55.6,0,0,-,11,12,91.7,6,7,13,2,0,1,5,3,18,37.6
Isaac Jones,SAC,SAC @ CHI,10/29/2025,L,2,1,0,0,-,0,0,-,1,2,50.0,0,0,0,0,0,0,0,0,-1,1.0
Keon Ellis,SAC,SAC @ CHI,10/29/2025,L,23,8,3,6,50.0,1,4,25.0,1,2,50.0,1,0,1,1,1,0,0,1,-7,13.7
Drew Eubanks,SAC,SAC @ CHI,10/29/2025,L,16,5,2,2,100,0,0,-,1,2,50.0,0,3,3,0,0,1,0,2,8,11.6
Malik Monk,SAC,SAC @ CHI,10/29/2025,L,28,15,7,10,70.0,1,3,33.3,0,0,-,0,1,1,1,1,0,1,0,17,19.7
Domantas Sabonis,SAC,SAC @ CHI,10/29/2025,L,32,18,8,14,57.1,1,4,25.0,1,2,50.0,1,10,11,6,1,0,2,4,-21,41.2
Zach LaVine,SAC,SAC @ CHI,10/29/2025,L,36,30,12,19,63.2,2,8,25.0,4,4,100,0,3,3,3,2,0,2,1,-23,42.1
Dennis Schröder,SAC,SAC @ CHI,10/29/2025,L,28,5,2,9,22.2,1,3,33.3,0,0,-,0,2,2,7,2,0,1,2,-20,22.9
Cam Thomas,BKN,BKN vs. ATL,10/29/2025,L,35,19,6,20,30.0,2,7,28.6,5,6,83.3,1,1,2,3,1,0,2,4,3,26.9
Nic Claxton,BKN,BKN vs. ATL,10/29/2025,L,29,18,8,14,57.1,0,0,-,2,4,50.0,3,8,11,1,0,1,1,1,10,34.7
Matas Buzelis,CHI,CHI vs. SAC,10/29/2025,W,34,27,11,18,61.1,4,6,66.7,1,1,100,2,3,5,2,2,1,3,5,18,42.0
Julian Phillips,CHI,CHI vs. SAC,10/29/2025,W,3,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,1,-4,1.5
Josh Giddey,CHI,CHI vs. SAC,10/29/2025,W,31,20,7,14,50.0,1,2,50.0,5,7,71.4,2,6,8,12,0,0,5,1,24,42.6
Ayo Dosunmu,CHI,CHI vs. SAC,10/29/2025,W,21,9,3,8,37.5,0,3,0.0,3,3,100,1,1,2,1,0,0,0,3,-13,12.9
Jalen Smith,CHI,CHI vs. SAC,10/29/2025,W,15,10,5,9,55.6,0,4,0.0,0,1,0.0,3,2,5,0,0,0,0,1,-3,16.0
Patrick Williams,CHI,CHI vs. SAC,10/29/2025,W,20,9,3,6,50.0,3,3,100,0,0,-,0,3,3,0,0,0,0,3,-15,12.6
Isaac Okoro,CHI,CHI vs. SAC,10/29/2025,W,29,9,4,9,44.4,1,4,25.0,0,0,-,1,3,4,2,1,1,2,3,20,20.8
Kevin Huerter,CHI,CHI vs. SAC,10/29/2025,W,25,18,6,8,75.0,3,5,60.0,3,4,75.0,0,4,4,4,0,0,2,2,6,26.8
Nikola Vučević,CHI,CHI vs. SAC,10/29/2025,W,33,13,5,12,41.7,1,3,33.3,2,2,100,3,11,14,7,1,0,0,1,16,43.3
Isaiah Stewart,DET,DET vs. ORL,10/29/2025,W,18,9,4,5,80.0,1,1,100,0,0,-,1,3,4,1,0,2,1,6,9,20.3
Ace Bailey,UTA,UTA vs. POR,10/29/2025,L,15,8,3,5,60.0,0,2,0.0,2,2,100,1,2,3,2,0,1,1,2,-17,16.6
Walter Clayton Jr.,UTA,UTA vs. POR,10/29/2025,L,16,4,1,4,25.0,0,2,0.0,2,2,100,0,1,1,2,0,0,1,0,0,7.2
Kyle Filipowski,UTA,UTA vs. POR,10/29/2025,L,16,8,2,4,50.0,1,2,50.0,3,5,60.0,1,3,4,3,1,0,0,2,-9,20.3
Cody Williams,UTA,UTA vs. POR,10/29/2025,L,12,4,2,2,100,0,0,-,0,0,-,0,1,1,2,0,0,2,5,15,6.2
Elijah Harkless,UTA,UTA vs. POR,10/29/2025,L,12,1,0,1,0.0,0,1,0.0,1,2,50.0,1,2,3,1,2,0,0,1,17,12.1
Brice Sensabaugh,UTA,UTA vs. POR,10/29/2025,L,14,5,1,3,33.3,1,3,33.3,2,2,100,0,5,5,1,0,1,0,1,-7,15.5
Keyonte George,UTA,UTA vs. POR,10/29/2025,L,32,29,6,14,42.9,2,5,40.0,15,15,100,1,1,2,8,1,0,6,3,-2,40.4
Taylor Hendricks,UTA,UTA vs. POR,10/29/2025,L,15,5,2,5,40.0,0,3,0.0,1,2,50.0,2,2,4,0,0,1,1,1,1,11.8
Walker Kessler,UTA,UTA vs. POR,10/29/2025,L,32,18,7,12,58.3,3,4,75.0,1,3,33.3,7,5,12,4,1,1,3,4,-1,41.4
Svi Mykhailiuk,UTA,UTA vs. POR,10/29/2025,L,23,7,3,5,60.0,1,3,33.3,0,0,-,1,1,2,1,1,0,1,0,-1,12.9
Lauri Markkanen,UTA,UTA vs. POR,10/29/2025,L,38,32,10,19,52.6,2,7,28.6,10,12,83.3,1,4,5,2,3,3,1,2,-4,58.0
Jusuf Nurkić,UTA,UTA vs. POR,10/29/2025,L,16,13,4,10,40.0,1,3,33.3,4,4,100,1,3,4,4,1,0,5,3,-2,21.8
Yang Hansen,POR,POR @ UTA,10/29/2025,W,4,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,1,2,-4,1.0
Donovan Clingan,POR,POR @ UTA,10/29/2025,W,28,5,2,6,33.3,0,2,0.0,1,2,50.0,4,3,7,4,1,3,0,4,-1,31.4
Duop Reath,POR,POR @ UTA,10/29/2025,W,12,9,3,7,42.9,3,6,50.0,0,0,-,0,1,1,2,0,0,0,2,4,13.2
Toumani Camara,POR,POR @ UTA,10/29/2025,W,31,17,6,14,42.9,3,8,37.5,2,2,100,3,1,4,5,2,0,2,4,-3,33.3
Rayan Rupert,POR,POR @ UTA,10/29/2025,W,14,3,1,2,50.0,1,2,50.0,0,0,-,0,3,3,1,2,0,0,2,13,14.1
Caleb Love,POR,POR @ UTA,10/29/2025,W,8,5,2,4,50.0,1,3,33.3,0,0,-,0,1,1,4,0,0,0,0,-5,12.2
Blake Wesley,POR,POR @ UTA,10/29/2025,W,20,10,4,7,57.1,2,5,40.0,0,0,-,0,2,2,3,2,1,1,3,5,24.9
Shaedon Sharpe,POR,POR @ UTA,10/29/2025,W,24,18,6,14,42.9,4,8,50.0,2,2,100,0,4,4,0,0,0,1,4,2,21.8
Deni Avdija,POR,POR @ UTA,10/29/2025,W,34,19,6,12,50.0,0,5,0.0,7,10,70.0,2,7,9,5,1,1,6,3,6,37.3
Matisse Thybulle,POR,POR @ UTA,10/29/2025,W,5,3,1,1,100,1,1,100,0,0,-,0,0,0,1,2,0,0,0,-6,10.5
Jerami Grant,POR,POR @ UTA,10/29/2025,W,25,18,4,12,33.3,3,7,42.9,7,7,100,2,1,3,1,2,0,1,5,-10,28.1
Jrue Holiday,POR,POR @ UTA,10/29/2025,W,35,27,10,16,62.5,3,8,37.5,4,4,100,3,2,5,8,2,0,4,4,9,47.0
RayJ Dennis,IND,IND @ DAL,10/29/2025,L,30,17,6,13,46.2,4,7,57.1,1,2,50.0,3,2,5,5,0,0,1,3,13,29.5
Ben Sheppard,IND,IND @ DAL,10/29/2025,L,25,4,1,7,14.3,0,4,0.0,2,2,100,5,3,8,2,0,0,2,3,-8,14.6
Jarace Walker,IND,IND @ DAL,10/29/2025,L,36,20,5,19,26.3,4,10,40.0,6,7,85.7,0,6,6,5,3,1,1,3,-3,45.7
Mac McClung,IND,IND @ DAL,10/29/2025,L,13,7,2,5,40.0,1,3,33.3,2,3,66.7,0,2,2,1,2,1,0,3,-2,19.9
Jay Huff,IND,IND @ DAL,10/29/2025,L,21,5,2,6,33.3,1,5,20.0,0,0,-,0,2,2,2,0,4,0,1,3,22.4
Isaiah Jackson,IND,IND @ DAL,10/29/2025,L,11,6,3,5,60.0,0,0,-,0,0,-,1,1,2,0,0,0,3,4,-13,5.4
Aaron Nesmith,IND,IND @ DAL,10/29/2025,L,37,5,2,16,12.5,1,9,11.1,0,2,0.0,2,1,3,1,0,1,1,2,-4,12.1
Tony Bradley,IND,IND @ DAL,10/29/2025,L,13,6,3,5,60.0,0,0,-,0,0,-,4,4,8,1,0,0,0,3,-2,17.1
Pascal Siakam,IND,IND @ DAL,10/29/2025,L,37,27,9,23,39.1,2,5,40.0,7,12,58.3,3,10,13,3,2,0,3,4,7,50.1
Tristan da Silva,ORL,ORL @ DET,10/29/2025,L,21,15,6,9,66.7,3,6,50.0,0,0,-,0,3,3,0,1,0,0,1,-3,21.6
